State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Assam,MARIGAON,2001,Kharif     ,Mesta,200.00,707.00
Assam,MARIGAON,2001,Kharif     ,Niger seed,120.00,60.00
Assam,MARIGAON,2001,Kharif     ,Sesamum,252.00,126.00
Assam,MARIGAON,2001,Kharif     ,Small millets,350.00,154.00
Assam,MARIGAON,2001,Rabi       ,Gram,100.00,27.00
Assam,MARIGAON,2001,Rabi       ,Linseed,200.00,94.00
Assam,MARIGAON,2001,Rabi       ,Masoor,430.00,295.00
Assam,MARIGAON,2001,Rabi       ,Moong(Green Gram),173.00,33.00
Assam,MARIGAON,2001,Rabi       ,Other  Rabi pulses,1563.00,947.00
Assam,MARIGAON,2001,Rabi       ,Peas & beans (Pulses),400.00,400.00
Assam,MARIGAON,2001,Rabi       ,Rapeseed &Mustard,4820.00,1697.00
Assam,MARIGAON,2001,Rabi       ,Urad,310.00,166.00
Assam,MARIGAON,2001,Rabi       ,Wheat,4000.00,4200.00
Assam,MARIGAON,2001,Summer     ,Rice,37565.00,87226.00
Assam,MARIGAON,2001,Whole Year ,Arecanut,1400.00,1148.00
Assam,MARIGAON,2001,Whole Year ,Banana,460.00,5520.00
Assam,MARIGAON,2001,Whole Year ,Coconut ,1310.00,7514000.00
Assam,MARIGAON,2001,Whole Year ,Dry chillies,580.00,348.00
Assam,MARIGAON,2001,Whole Year ,Onion,300.00,795.00
Assam,MARIGAON,2001,Whole Year ,Potato,723.00,4561.00
Assam,MARIGAON,2001,Whole Year ,Sugarcane,650.00,25956.00
Assam,MARIGAON,2001,Whole Year ,Sweet potato,250.00,800.00
Assam,MARIGAON,2001,Whole Year ,Tapioca,10.00,50.00
Assam,MARIGAON,2001,Whole Year ,Tobacco,10.00,1.00
Assam,MARIGAON,2001,Whole Year ,Turmeric,215.00,172.00
Assam,MARIGAON,2001,Winter     ,Rice,40000.00,59652.00
Assam,MARIGAON,2002,Autumn     ,Rice,12270.00,2922.00
Assam,MARIGAON,2002,Kharif     ,Arhar/Tur,250.00,166.00
Assam,MARIGAON,2002,Kharif     ,Castor seed,20.00,4.00
Assam,MARIGAON,2002,Kharif     ,Cotton(lint),14.00,6.00
Assam,MARIGAON,2002,Kharif     ,Jute,4800.00,46960.00
Assam,MARIGAON,2002,Kharif     ,Maize,80.00,32.00
Assam,MARIGAON,2002,Kharif     ,Mesta,210.00,748.00
Assam,MARIGAON,2002,Kharif     ,Niger seed,120.00,60.00
Assam,MARIGAON,2002,Kharif     ,Sesamum,252.00,126.00
Assam,MARIGAON,2002,Kharif     ,Small millets,350.00,155.00
Assam,MARIGAON,2002,Rabi       ,Gram,140.00,38.00
Assam,MARIGAON,2002,Rabi       ,Linseed,200.00,94.00
Assam,MARIGAON,2002,Rabi       ,Masoor,500.00,345.00
Assam,MARIGAON,2002,Rabi       ,Moong(Green Gram),180.00,34.00
Assam,MARIGAON,2002,Rabi       ,Other  Rabi pulses,2280.00,1318.00
Assam,MARIGAON,2002,Rabi       ,Peas & beans (Pulses),600.00,600.00
Assam,MARIGAON,2002,Rabi       ,Rapeseed &Mustard,5000.00,1965.00
Assam,MARIGAON,2002,Rabi       ,Urad,700.00,277.00
Assam,MARIGAON,2002,Rabi       ,Wheat,4250.00,4229.00
Assam,MARIGAON,2002,Summer     ,Rice,40000.00,89600.00
Assam,MARIGAON,2002,Whole Year ,Arecanut,1400.00,734.00
Assam,MARIGAON,2002,Whole Year ,Banana,460.00,5566.00
Assam,MARIGAON,2002,Whole Year ,Coconut ,1310.00,9199000.00
Assam,MARIGAON,2002,Whole Year ,Dry chillies,520.00,312.00
Assam,MARIGAON,2002,Whole Year ,Onion,300.00,795.00
Assam,MARIGAON,2002,Whole Year ,Orange,17.00,178.00
Assam,MARIGAON,2002,Whole Year ,Papaya,90.00,1328.00
Assam,MARIGAON,2002,Whole Year ,Pineapple,80.00,1065.00
Assam,MARIGAON,2002,Whole Year ,Potato,700.00,3053.00
Assam,MARIGAON,2002,Whole Year ,Sugarcane,670.00,27580.00
Assam,MARIGAON,2002,Whole Year ,Sweet potato,250.00,800.00
Assam,MARIGAON,2002,Whole Year ,Tapioca,15.00,75.00
Assam,MARIGAON,2002,Whole Year ,Tobacco,12.00,2.00
Assam,MARIGAON,2002,Whole Year ,Turmeric,220.00,176.00
Assam,MARIGAON,2002,Winter     ,Rice,36000.00,45176.00
Assam,MARIGAON,2003,Autumn     ,Rice,11000.00,2587.00
Assam,MARIGAON,2003,Kharif     ,Arhar/Tur,200.00,120.00
Assam,MARIGAON,2003,Kharif     ,Castor seed,18.00,3.00
Assam,MARIGAON,2003,Kharif     ,Cotton(lint),14.00,8.00
Assam,MARIGAON,2003,Kharif     ,Jute,2800.00,25760.00
Assam,MARIGAON,2003,Kharif     ,Maize,80.00,32.00
Assam,MARIGAON,2003,Kharif     ,Mesta,200.00,712.00
Assam,MARIGAON,2003,Kharif     ,Niger seed,135.00,68.00
Assam,MARIGAON,2003,Kharif     ,Sesamum,250.00,130.00
Assam,MARIGAON,2003,Kharif     ,Small millets,350.00,154.00
Assam,MARIGAON,2003,Rabi       ,Gram,150.00,41.00
Assam,MARIGAON,2003,Rabi       ,Linseed,205.00,96.00
Assam,MARIGAON,2003,Rabi       ,Masoor,1000.00,680.00
Assam,MARIGAON,2003,Rabi       ,Moong(Green Gram),154.00,29.00
Assam,MARIGAON,2003,Rabi       ,other misc. pulses,250.00,52.00
Assam,MARIGAON,2003,Rabi       ,Peas & beans (Pulses),700.00,700.00
Assam,MARIGAON,2003,Rabi       ,Rapeseed &Mustard,6000.00,2004.00
Assam,MARIGAON,2003,Rabi       ,Urad,600.00,236.00
Assam,MARIGAON,2003,Rabi       ,Wheat,4000.00,3472.00
Assam,MARIGAON,2003,Summer     ,Rice,36000.00,65484.00
Assam,MARIGAON,2003,Whole Year ,Arecanut,1400.00,1358.00
Assam,MARIGAON,2003,Whole Year ,Banana,460.00,5566.00
Assam,MARIGAON,2003,Whole Year ,Coconut ,1300.00,9085000.00
Assam,MARIGAON,2003,Whole Year ,Dry chillies,420.00,252.00
Assam,MARIGAON,2003,Whole Year ,Onion,315.00,835.00
Assam,MARIGAON,2003,Whole Year ,Orange,17.00,181.00
Assam,MARIGAON,2003,Whole Year ,Papaya,90.00,1323.00
Assam,MARIGAON,2003,Whole Year ,Pineapple,80.00,1040.00
Assam,MARIGAON,2003,Whole Year ,Potato,650.00,3666.00
Assam,MARIGAON,2003,Whole Year ,Sugarcane,670.00,23755.00
Assam,MARIGAON,2003,Whole Year ,Sweet potato,250.00,813.00
Assam,MARIGAON,2003,Whole Year ,Tapioca,15.00,72.00
Assam,MARIGAON,2003,Whole Year ,Tobacco,12.00,1.00
Assam,MARIGAON,2003,Whole Year ,Turmeric,260.00,208.00
Assam,MARIGAON,2003,Winter     ,Rice,36450.00,55757.00
Assam,MARIGAON,2004,Autumn     ,Rice,8000.00,142.00
Assam,MARIGAON,2004,Kharif     ,Arhar/Tur,200.00,129.00
Assam,MARIGAON,2004,Kharif     ,Castor seed,20.00,4.00
Assam,MARIGAON,2004,Kharif     ,Cotton(lint),10.00,5.00
Assam,MARIGAON,2004,Kharif     ,Jute,2300.00,14388.00
Assam,MARIGAON,2004,Kharif     ,Mesta,150.00,533.00
Assam,MARIGAON,2004,Kharif     ,Niger seed,120.00,60.00
Assam,MARIGAON,2004,Kharif     ,Sesamum,250.00,127.00
Assam,MARIGAON,2004,Kharif     ,Small millets,340.00,150.00
Assam,MARIGAON,2004,Rabi       ,Gram,140.00,38.00
Assam,MARIGAON,2004,Rabi       ,Linseed,200.00,94.00
Assam,MARIGAON,2004,Rabi       ,Masoor,1000.00,685.00
Assam,MARIGAON,2004,Rabi       ,Moong(Green Gram),150.00,29.00
Assam,MARIGAON,2004,Rabi       ,Other  Rabi pulses,2295.00,1440.00
Assam,MARIGAON,2004,Rabi       ,Peas & beans (Pulses),550.00,550.00
Assam,MARIGAON,2004,Rabi       ,Rapeseed &Mustard,6000.00,2340.00
Assam,MARIGAON,2004,Rabi       ,Urad,475.00,151.00
Assam,MARIGAON,2004,Rabi       ,Wheat,4400.00,3507.00
Assam,MARIGAON,2004,Summer     ,Rice,38000.00,85196.00
Assam,MARIGAON,2004,Whole Year ,Coconut ,1310.00,8132000.00
Assam,MARIGAON,2004,Whole Year ,Dry chillies,400.00,240.00
Assam,MARIGAON,2004,Whole Year ,Onion,300.00,795.00
Assam,MARIGAON,2004,Whole Year ,Potato,640.00,3530.00
Assam,MARIGAON,2004,Whole Year ,Sugarcane,670.00,25274.00
Assam,MARIGAON,2004,Whole Year ,Sweet potato,250.00,804.00
Assam,MARIGAON,2004,Whole Year ,Tobacco,14.00,2.00
Assam,MARIGAON,2004,Whole Year ,Turmeric,225.00,180.00
Assam,MARIGAON,2004,Winter     ,Rice,27000.00,19069.00
Assam,MARIGAON,2005,Autumn     ,Rice,7000.00,3589.00
Assam,MARIGAON,2005,Kharif     ,Arhar/Tur,140.00,89.00
Assam,MARIGAON,2005,Kharif     ,Castor seed,20.00,4.00
Assam,MARIGAON,2005,Kharif     ,Cotton(lint),14.00,7.00
Assam,MARIGAON,2005,Kharif     ,Jute,3000.00,25267.00
Assam,MARIGAON,2005,Kharif     ,Maize,40.00,16.00
Assam,MARIGAON,2005,Kharif     ,Mesta,180.00,640.00
Assam,MARIGAON,2005,Kharif     ,Niger seed,135.00,68.00
Assam,MARIGAON,2005,Kharif     ,Sesamum,250.00,127.00
Assam,MARIGAON,2005,Kharif     ,Small millets,300.00,132.00
Assam,MARIGAON,2005,Rabi       ,Gram,120.00,32.00
Assam,MARIGAON,2005,Rabi       ,Linseed,540.00,254.00
Assam,MARIGAON,2005,Rabi       ,Masoor,673.00,461.00
Assam,MARIGAON,2005,Rabi       ,Moong(Green Gram),550.00,105.00
Assam,MARIGAON,2005,Rabi       ,Other  Rabi pulses,2263.00,1383.00
Assam,MARIGAON,2005,Rabi       ,Peas & beans (Pulses),460.00,460.00
Assam,MARIGAON,2005,Rabi       ,Rapeseed &Mustard,3700.00,1262.00
Assam,MARIGAON,2005,Rabi       ,Urad,450.00,156.00
Assam,MARIGAON,2005,Rabi       ,Wheat,2000.00,1760.00
Assam,MARIGAON,2005,Summer     ,Rice,29500.00,59000.00
Assam,MARIGAON,2005,Whole Year ,Arecanut,1398.00,1460.00
Assam,MARIGAON,2005,Whole Year ,Banana,460.00,5566.00
Assam,MARIGAON,2005,Whole Year ,Dry chillies,400.00,240.00
Assam,MARIGAON,2005,Whole Year ,Onion,325.00,861.00
Assam,MARIGAON,2005,Whole Year ,Potato,500.00,2664.00
Assam,MARIGAON,2005,Whole Year ,Sugarcane,520.00,19905.00
Assam,MARIGAON,2005,Whole Year ,Sweet potato,230.00,741.00
Assam,MARIGAON,2005,Whole Year ,Tapioca,20.00,97.00
Assam,MARIGAON,2005,Whole Year ,Tobacco,20.00,3.00
Assam,MARIGAON,2005,Whole Year ,Turmeric,170.00,136.00
Assam,MARIGAON,2005,Winter     ,Rice,22000.00,26611.00
Assam,MARIGAON,2006,Autumn     ,Rice,4749.00,3136.00
Assam,MARIGAON,2006,Kharif     ,Arhar/Tur,55.00,34.00
Assam,MARIGAON,2006,Kharif     ,Castor seed,13.00,2.00
Assam,MARIGAON,2006,Kharif     ,Cotton(lint),12.00,6.00
Assam,MARIGAON,2006,Kharif     ,Jute,3088.00,33024.00
Assam,MARIGAON,2006,Kharif     ,Maize,25.00,10.00
Assam,MARIGAON,2006,Kharif     ,Mesta,131.00,466.00
Assam,MARIGAON,2006,Kharif     ,Niger seed,149.00,75.00
Assam,MARIGAON,2006,Kharif     ,Sesamum,236.00,121.00
Assam,MARIGAON,2006,Kharif     ,Small millets,223.00,98.00
Assam,MARIGAON,2006,Rabi       ,Gram,120.00,32.00
Assam,MARIGAON,2006,Rabi       ,Linseed,589.00,277.00
Assam,MARIGAON,2006,Rabi       ,Masoor,588.00,402.00
Assam,MARIGAON,2006,Rabi       ,Moong(Green Gram),195.00,37.00
Assam,MARIGAON,2006,Rabi       ,Other  Rabi pulses,103.00,21.00
Assam,MARIGAON,2006,Rabi       ,Peas & beans (Pulses),670.00,670.00
Assam,MARIGAON,2006,Rabi       ,Rapeseed &Mustard,6535.00,2719.00
Assam,MARIGAON,2006,Rabi       ,Urad,655.00,229.00
Assam,MARIGAON,2006,Rabi       ,Wheat,4336.00,4085.00
Assam,MARIGAON,2006,Summer     ,Rice,36745.00,71910.00
Assam,MARIGAON,2006,Whole Year ,Arecanut,1250.00,848.00
Assam,MARIGAON,2006,Whole Year ,Banana,500.00,6050.00
Assam,MARIGAON,2006,Whole Year ,Coconut ,1225.00,9437000.00
Assam,MARIGAON,2006,Whole Year ,Dry chillies,389.00,233.00
Assam,MARIGAON,2006,Whole Year ,Onion,350.00,928.00
Assam,MARIGAON,2006,Whole Year ,Potato,610.00,2985.00
Assam,MARIGAON,2006,Whole Year ,Sugarcane,670.00,24158.00
Assam,MARIGAON,2006,Whole Year ,Sweet potato,227.00,733.00
Assam,MARIGAON,2006,Whole Year ,Tapioca,6.00,28.00
Assam,MARIGAON,2006,Whole Year ,Tobacco,12.00,2.00
Assam,MARIGAON,2006,Whole Year ,Turmeric,166.00,133.00
Assam,MARIGAON,2006,Winter     ,Rice,32687.00,17664.00
Assam,MARIGAON,2007,Autumn     ,Rice,4872.00,1755.00
Assam,MARIGAON,2007,Kharif     ,Arhar/Tur,51.00,32.00
Assam,MARIGAON,2007,Kharif     ,Castor seed,10.00,2.00
Assam,MARIGAON,2007,Kharif     ,Cotton(lint),16.00,8.00
Assam,MARIGAON,2007,Kharif     ,Jute,4350.00,44518.00
Assam,MARIGAON,2007,Kharif     ,Maize,21.00,8.00
Assam,MARIGAON,2007,Kharif     ,Mesta,110.00,391.00
Assam,MARIGAON,2007,Kharif     ,Niger seed,150.00,75.00
Assam,MARIGAON,2007,Kharif     ,Sesamum,190.00,97.00
Assam,MARIGAON,2007,Kharif     ,Small millets,200.00,88.00
Assam,MARIGAON,2007,Rabi       ,Gram,120.00,32.00
Assam,MARIGAON,2007,Rabi       ,Linseed,573.00,269.00
Assam,MARIGAON,2007,Rabi       ,Masoor,550.00,376.00
Assam,MARIGAON,2007,Rabi       ,Moong(Green Gram),239.00,45.00
Assam,MARIGAON,2007,Rabi       ,Other  Rabi pulses,183.00,38.00
Assam,MARIGAON,2007,Rabi       ,Peas & beans (Pulses),701.00,701.00
Assam,MARIGAON,2007,Rabi       ,Rapeseed &Mustard,5500.00,2107.00
Assam,MARIGAON,2007,Rabi       ,Urad,550.00,393.00
Assam,MARIGAON,2007,Rabi       ,Wheat,4500.00,4446.00
Assam,MARIGAON,2007,Summer     ,Rice,37950.00,87854.00
Assam,MARIGAON,2007,Whole Year ,Arecanut,1250.00,945.00
Assam,MARIGAON,2007,Whole Year ,Banana,700.00,8470.00
Assam,MARIGAON,2007,Whole Year ,Black pepper,131.00,224.00
Assam,MARIGAON,2007,Whole Year ,Coconut ,1005.00,6710000.00
Assam,MARIGAON,2007,Whole Year ,Dry chillies,390.00,234.00
Assam,MARIGAON,2007,Whole Year ,Dry ginger,200.00,1752.00
Assam,MARIGAON,2007,Whole Year ,Onion,250.00,662.00
Assam,MARIGAON,2007,Whole Year ,Potato,590.00,3562.00
Assam,MARIGAON,2007,Whole Year ,Sugarcane,655.00,24148.00
Assam,MARIGAON,2007,Whole Year ,Sweet potato,200.00,645.00
Assam,MARIGAON,2007,Whole Year ,Tapioca,6.00,29.00
Assam,MARIGAON,2007,Whole Year ,Tobacco,9.00,1.00
Assam,MARIGAON,2007,Whole Year ,Turmeric,166.00,133.00
Assam,MARIGAON,2007,Winter     ,Rice,41205.00,25083.00
Assam,MARIGAON,2008,Autumn     ,Rice,6000.00,4304.00
Assam,MARIGAON,2008,Kharif     ,Arhar/Tur,51.00,35.00
Assam,MARIGAON,2008,Kharif     ,Castor seed,8.00,1.00
Assam,MARIGAON,2008,Kharif     ,Cotton(lint),7.00,4.00
Assam,MARIGAON,2008,Kharif     ,Jute,4000.00,48089.00
Assam,MARIGAON,2008,Kharif     ,Maize,21.00,8.00
Assam,MARIGAON,2008,Kharif     ,Mesta,120.00,427.00
Assam,MARIGAON,2008,Kharif     ,Niger seed,139.00,69.00
Assam,MARIGAON,2008,Kharif     ,Sesamum,196.00,99.00
Assam,MARIGAON,2008,Kharif     ,Small millets,170.00,75.00
Assam,MARIGAON,2008,Rabi       ,Blackgram,600.00,325.00
Assam,MARIGAON,2008,Rabi       ,Gram,92.00,25.00
Assam,MARIGAON,2008,Rabi       ,Linseed,554.00,284.00
Assam,MARIGAON,2008,Rabi       ,Masoor,555.00,380.00
Assam,MARIGAON,2008,Rabi       ,Moong(Green Gram),190.00,35.00
Assam,MARIGAON,2008,Rabi       ,Peas & beans (Pulses),670.00,670.00
Assam,MARIGAON,2008,Rabi       ,Rapeseed &Mustard,5500.00,2684.00
Assam,MARIGAON,2008,Rabi       ,Urad,600.00,325.00
Assam,MARIGAON,2008,Rabi       ,Wheat,4146.00,3906.00
Assam,MARIGAON,2008,Summer     ,Rice,32806.00,84738.00
Assam,MARIGAON,2008,Whole Year ,Arecanut,1296.00,1480.00
Assam,MARIGAON,2008,Whole Year ,Banana,838.00,11145.00
Assam,MARIGAON,2008,Whole Year ,Black pepper,81.00,138.00
Assam,MARIGAON,2008,Whole Year ,Coconut ,1428.00,10239000.00
Assam,MARIGAON,2008,Whole Year ,Dry chillies,413.00,247.00
Assam,MARIGAON,2008,Whole Year ,Dry ginger,216.00,1892.00
Assam,MARIGAON,2008,Whole Year ,Onion,300.00,795.00
Assam,MARIGAON,2008,Whole Year ,Potato,800.00,4366.00
Assam,MARIGAON,2008,Whole Year ,Sugarcane,600.00,23696.00
Assam,MARIGAON,2008,Whole Year ,Sweet potato,227.00,732.00
Assam,MARIGAON,2008,Whole Year ,Tapioca,3.00,15.00
Assam,MARIGAON,2008,Whole Year ,Tobacco,6.00,1.00
Assam,MARIGAON,2008,Whole Year ,Turmeric,162.00,275.00
Assam,MARIGAON,2008,Winter     ,Rice,37920.00,51320.00
Assam,MARIGAON,2009,Autumn     ,Rice,4526.00,1720.00
Assam,MARIGAON,2009,Kharif     ,Arhar/Tur,70.00,47.00
Assam,MARIGAON,2009,Kharif     ,Castor seed,8.00,1.00
Assam,MARIGAON,2009,Kharif     ,Cotton(lint),6.00,3.00
Assam,MARIGAON,2009,Kharif     ,Jute,4100.00,40499.00
Assam,MARIGAON,2009,Kharif     ,Maize,25.00,10.00
Assam,MARIGAON,2009,Kharif     ,Mesta,113.00,402.00
Assam,MARIGAON,2009,Kharif     ,Niger seed,128.00,64.00
Assam,MARIGAON,2009,Kharif     ,Sesamum,200.00,102.00
Assam,MARIGAON,2009,Kharif     ,Small millets,250.00,110.00
Assam,MARIGAON,2009,Rabi       ,Banana,1250.00,15625.00
Assam,MARIGAON,2009,Rabi       ,Gram,77.00,21.00
Assam,MARIGAON,2009,Rabi       ,Linseed,428.00,207.00
Assam,MARIGAON,2009,Rabi       ,Masoor,568.00,389.00
Assam,MARIGAON,2009,Rabi       ,Moong(Green Gram),400.00,76.00
Assam,MARIGAON,2009,Rabi       ,Peas & beans (Pulses),588.00,588.00
Assam,MARIGAON,2009,Rabi       ,Rapeseed &Mustard,8335.00,4393.00
Assam,MARIGAON,2009,Rabi       ,Urad,700.00,437.00
Assam,MARIGAON,2009,Rabi       ,Wheat,9200.00,8952.00
Assam,MARIGAON,2009,Summer     ,Rice,42252.00,106729.00
Assam,MARIGAON,2009,Whole Year ,Arecanut,1331.00,1347.00
Assam,MARIGAON,2009,Whole Year ,Banana,1250.00,15625.00
Assam,MARIGAON,2009,Whole Year ,Black pepper,106.00,181.00
Assam,MARIGAON,2009,Whole Year ,Coconut ,1400.00,7988000.00
Assam,MARIGAON,2009,Whole Year ,Dry chillies,405.00,243.00
Assam,MARIGAON,2009,Whole Year ,Dry ginger,223.00,1953.00
Assam,MARIGAON,2009,Whole Year ,Onion,296.00,784.00
Assam,MARIGAON,2009,Whole Year ,Potato,986.00,6569.00
Assam,MARIGAON,2009,Whole Year ,Sugarcane,620.00,23566.00
Assam,MARIGAON,2009,Whole Year ,Sweet potato,193.00,620.00
Assam,MARIGAON,2009,Whole Year ,Tapioca,3.00,14.00
Assam,MARIGAON,2009,Whole Year ,Tobacco,9.00,1.00
Assam,MARIGAON,2009,Whole Year ,Turmeric,157.00,173.00
Assam,MARIGAON,2009,Winter     ,Rice,31617.00,44801.00
Assam,MARIGAON,2010,Autumn     ,Rice,4084.00,2434.00
Assam,MARIGAON,2010,Kharif     ,Arhar/Tur,79.00,59.00
Assam,MARIGAON,2010,Kharif     ,Castor seed,12.00,2.00
Assam,MARIGAON,2010,Kharif     ,Cotton(lint),6.00,3.00
Assam,MARIGAON,2010,Kharif     ,Jute,3656.00,28029.00
Assam,MARIGAON,2010,Kharif     ,Maize,45.00,18.00
Assam,MARIGAON,2010,Kharif     ,Mesta,97.00,345.00
Assam,MARIGAON,2010,Kharif     ,Niger seed,140.00,70.00
Assam,MARIGAON,2010,Kharif     ,Sesamum,217.00,111.00
Assam,MARIGAON,2010,Kharif     ,Small millets,463.00,204.00
Assam,MARIGAON,2010,Rabi       ,Arecanut,1331.00,1347.00
Assam,MARIGAON,2010,Rabi       ,Banana,1692.00,21387.00
Assam,MARIGAON,2010,Rabi       ,Gram,75.00,20.00
Assam,MARIGAON,2010,Rabi       ,Linseed,440.00,215.00
Assam,MARIGAON,2010,Rabi       ,Masoor,593.00,406.00
Assam,MARIGAON,2010,Rabi       ,Moong(Green Gram),517.00,97.00
Assam,MARIGAON,2010,Rabi       ,Peas & beans (Pulses),601.00,60.00
Assam,MARIGAON,2010,Rabi       ,Rapeseed &Mustard,5365.00,2784.00
Assam,MARIGAON,2010,Rabi       ,Urad,765.00,367.00
Assam,MARIGAON,2010,Rabi       ,Wheat,5252.00,4664.00
Assam,MARIGAON,2010,Summer     ,Rice,44104.00,108364.00
Assam,MARIGAON,2010,Whole Year ,Banana,1692.00,21387.00
Assam,MARIGAON,2010,Whole Year ,Black pepper,107.00,183.00
Assam,MARIGAON,2010,Whole Year ,Coconut ,1400.00,7988000.00
Assam,MARIGAON,2010,Whole Year ,Dry chillies,408.00,245.00
Assam,MARIGAON,2010,Whole Year ,Dry ginger,229.00,2006.00
Assam,MARIGAON,2010,Whole Year ,Onion,308.00,816.00
Assam,MARIGAON,2010,Whole Year ,Potato,950.00,4411.00
Assam,MARIGAON,2010,Whole Year ,Sugarcane,571.00,21260.00
Assam,MARIGAON,2010,Whole Year ,Sweet potato,190.00,612.00
Assam,MARIGAON,2010,Whole Year ,Tapioca,4.00,19.00
Assam,MARIGAON,2010,Whole Year ,Tobacco,11.00,1.00
Assam,MARIGAON,2010,Whole Year ,Turmeric,180.00,216.00
Assam,MARIGAON,2010,Winter     ,Rice,41813.00,80281.00
Assam,MARIGAON,2011,Autumn     ,Paddy,3736.00,2864.00
Assam,MARIGAON,2011,Autumn     ,Rice,3736.00,2864.00
Assam,MARIGAON,2011,Kharif     ,Arhar/Tur,103.00,74.00
Assam,MARIGAON,2011,Kharif     ,Castor seed,12.00,3.00
Assam,MARIGAON,2011,Kharif     ,Jute,4336.00,31316.00
Assam,MARIGAON,2011,Kharif     ,Maize,66.00,30.00
Assam,MARIGAON,2011,Kharif     ,Mesta,214.00,801.00
Assam,MARIGAON,2011,Kharif     ,Niger seed,337.00,171.00
Assam,MARIGAON,2011,Kharif     ,Orange,177.00,2073.00
Assam,MARIGAON,2011,Kharif     ,Papaya,109.00,1730.00
Assam,MARIGAON,2011,Kharif     ,Sesamum,239.00,144.00
Assam,MARIGAON,2011,Kharif     ,Small millets,508.00,237.00
Assam,MARIGAON,2011,Kharif     ,Tapioca,4.00,28.00
Assam,MARIGAON,2011,Kharif     ,Tobacco,3.00,1.00
Assam,MARIGAON,2011,Rabi       ,Arecanut,1385.00,1014.00
Assam,MARIGAON,2011,Rabi       ,Black pepper,83.00,143.00
Assam,MARIGAON,2011,Rabi       ,Dry chillies,393.00,259.00
Assam,MARIGAON,2011,Rabi       ,Ginger,271.00,2403.00
Assam,MARIGAON,2011,Rabi       ,Gram,82.00,34.00
Assam,MARIGAON,2011,Rabi       ,Linseed,395.00,206.00
Assam,MARIGAON,2011,Rabi       ,Masoor,660.00,414.00
Assam,MARIGAON,2011,Rabi       ,Moong(Green Gram),547.00,166.00
Assam,MARIGAON,2011,Rabi       ,Peas & beans (Pulses),710.00,698.00
Assam,MARIGAON,2011,Rabi       ,Pineapple,82.00,1298.00
Assam,MARIGAON,2011,Rabi       ,Rapeseed &Mustard,5620.00,2543.00
Assam,MARIGAON,2011,Rabi       ,Sweet potato,205.00,666.00
Assam,MARIGAON,2011,Rabi       ,Urad,814.00,456.00
Assam,MARIGAON,2011,Rabi       ,Wheat,5312.00,6497.00
Assam,MARIGAON,2011,Summer     ,Paddy,43516.00,122715.00
Assam,MARIGAON,2011,Summer     ,Rice,43516.00,122715.00
Assam,MARIGAON,2011,Whole Year ,Banana,1756.00,26902.00
Assam,MARIGAON,2011,Whole Year ,Coconut ,810.00,7609.00
Assam,MARIGAON,2011,Whole Year ,Onion,301.00,644.00
Assam,MARIGAON,2011,Whole Year ,Potato,1240.00,9621.00
Assam,MARIGAON,2011,Whole Year ,Sugarcane,761.00,30415.00
Assam,MARIGAON,2011,Whole Year ,Turmeric,267.00,307.00
Assam,MARIGAON,2011,Winter     ,Paddy,42745.00,80418.00
Assam,MARIGAON,2011,Winter     ,Rice,42745.00,80418.00
Assam,MARIGAON,2012,Autumn     ,Paddy,3645.00,5291.00
Assam,MARIGAON,2012,Autumn     ,Rice,3645.00,5291.00
Assam,MARIGAON,2012,Kharif     ,Arhar/Tur,117.00,98.00
Assam,MARIGAON,2012,Kharif     ,Castor seed,12.00,3.00
Assam,MARIGAON,2012,Kharif     ,Cotton(lint),7.00,4.00
Assam,MARIGAON,2012,Kharif     ,Jute,6345.00,61861.00
Assam,MARIGAON,2012,Kharif     ,Maize,250.00,113.00
Assam,MARIGAON,2012,Kharif     ,Mesta,150.00,558.00
Assam,MARIGAON,2012,Kharif     ,Niger seed,192.00,98.00
Assam,MARIGAON,2012,Kharif     ,Orange,187.00,2217.00
Assam,MARIGAON,2012,Kharif     ,Papaya,142.00,2383.00
Assam,MARIGAON,2012,Kharif     ,Sesamum,221.00,144.00
Assam,MARIGAON,2012,Kharif     ,Small millets,506.00,227.00
Assam,MARIGAON,2012,Kharif     ,Tapioca,3.00,23.00
Assam,MARIGAON,2012,Kharif     ,Tobacco,4.00,1.00
Assam,MARIGAON,2012,Rabi       ,Arecanut,1438.00,856.00
Assam,MARIGAON,2012,Rabi       ,Black pepper,85.00,157.00
Assam,MARIGAON,2012,Rabi       ,Dry chillies,451.00,304.00
Assam,MARIGAON,2012,Rabi       ,Ginger,304.00,2729.00
Assam,MARIGAON,2012,Rabi       ,Gram,81.00,36.00
Assam,MARIGAON,2012,Rabi       ,Linseed,439.00,231.00
Assam,MARIGAON,2012,Rabi       ,Masoor,627.00,478.00
Assam,MARIGAON,2012,Rabi       ,Moong(Green Gram),430.00,146.00
Assam,MARIGAON,2012,Rabi       ,Peas & beans (Pulses),927.00,957.00
Assam,MARIGAON,2012,Rabi       ,Pineapple,83.00,1360.00
Assam,MARIGAON,2012,Rabi       ,Rapeseed &Mustard,7057.00,3311.00
Assam,MARIGAON,2012,Rabi       ,Sweet potato,211.00,707.00
Assam,MARIGAON,2012,Rabi       ,Urad,820.00,510.00
Assam,MARIGAON,2012,Rabi       ,Wheat,3800.00,4279.00
Assam,MARIGAON,2012,Summer     ,Rice,37729.00,112357.00
Assam,MARIGAON,2012,Whole Year ,Banana,1953.00,31873.00
